Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Sugarcane,Kharif     ,Uttar Pradesh,2208347,Laterile Soil,high,Low,Medium,High,2899.963168,2975.83
Wheat,Rabi       ,Uttar Pradesh,9852504,Alluvial Soil,high,Average,Low,Medium,2725.613915,1720.73
Groundnut,Kharif     ,Uttarakhand,669,Alluvial Soil,high,Low,High,Medium,2506.150519,2340.88
Onion,Whole Year ,Uttarakhand,3474,Red/Yellow Soil,high,Low,Medium,High,2500.095583,2875.44
Potato,Kharif     ,Uttarakhand,8156,Laterile Soil,low,Average,Low,Medium,2332.815607,2840.47
Potato,Rabi       ,Uttarakhand,6411,Red/Yellow Soil,high,Low,Low,Medium,2581.025323,1948.31
Ragi,Kharif     ,Uttarakhand,91584,Alluvial Soil,low,Low,High,Medium,2826.427739,2351.08
Rice,Kharif     ,Uttarakhand,240411,Alluvial Soil,low,Low,Low,High,2289.053061,2908.98
Rice,Summer     ,Uttarakhand,17370,Alluvial Soil,high,Low,Low,High,2039.982373,1195.23
Sugarcane,Whole Year ,Uttarakhand,90688,Red/Yellow Soil,high,Average,Medium,Low,2710.965476,2086.12
Wheat,Rabi       ,Uttarakhand,303283,Red/Yellow Soil,high,Average,Medium,Low,2597.309792,2658.91
Cotton(lint),Kharif     ,West Bengal,305,Black Soil,high,Low,Low,Medium,2163.94036,2201.26
Groundnut,Autumn     ,West Bengal,4110,Alluvial Soil,high,High,High,Medium,2279.982589,2136.61
Groundnut,Rabi       ,West Bengal,4687,Alluvial Soil,low,High,Medium,Low,2242.268718,2466.57
Groundnut,Summer     ,West Bengal,62233,Laterile Soil,high,Average,Low,Low,2282.640319,2964.71
Potato,Rabi       ,West Bengal,433051,Alluvial Soil,low,Average,Medium,Medium,2402.895174,1355.55
Potato,Summer     ,West Bengal,1630,Alluvial Soil,low,Average,Medium,Low,2420.035809,2566.82
Ragi,Autumn     ,West Bengal,2851,Alluvial Soil,low,High,Low,High,2304.761903,1569.33
Rice,Autumn     ,West Bengal,215126,Alluvial Soil,high,Low,Medium,High,2272.550854,731.54
Rice,Summer     ,West Bengal,1271772,Alluvial Soil,high,Average,High,Medium,2431.364697,1413.55
Rice,Winter     ,West Bengal,4004077,Alluvial Soil,low,Average,Medium,High,2550.30746,1197.82
Sugarcane,Whole Year ,West Bengal,19177,Alluvial Soil,low,High,Low,High,2405.111039,1086.84
Wheat,Rabi       ,West Bengal,188308,Laterile Soil,high,High,Low,Medium,2847.600107,2240.58
Groundnut,Kharif     ,Uttarakhand,617,Alluvial Soil,low,High,High,High,2652.426314,2627.61
Onion,Whole Year ,Uttarakhand,3590,Alluvial Soil,high,High,Medium,Low,2022.746243,2487.62
Potato,Kharif     ,Uttarakhand,6020,Laterile Soil,high,Low,Medium,Medium,2657.11833,2607.25
Potato,Rabi       ,Uttarakhand,5427,Laterile Soil,low,High,High,Low,2681.663195,2414.29
Ragi,Kharif     ,Uttarakhand,85427,Laterile Soil,low,Low,High,Low,2369.57951,1636.01
Rice,Kharif     ,Uttarakhand,241936,Alluvial Soil,high,High,Low,High,2051.440724,2306
Rice,Summer     ,Uttarakhand,15315,Alluvial Soil,low,Low,High,High,2502.420028,2175.34
Sugarcane,Whole Year ,Uttarakhand,90184,Red/Yellow Soil,high,Average,Medium,High,2497.687405,2230.4
Wheat,Rabi       ,Uttarakhand,297189,Laterile Soil,high,Average,High,Low,2163.506129,1675.32
Cotton(lint),Whole Year ,Haryana,631000,Black Soil,low,High,Medium,Low,2064.634235,1260.11
Rice,Kharif     ,Haryana,913000,Alluvial Soil,high,Low,Low,Medium,2473.733936,1995.08
Sugarcane,Whole Year ,Haryana,141000,Red/Yellow Soil,high,High,Low,Medium,2430.076842,2660.98
Wheat,Rabi       ,Haryana,2057000,Alluvial Soil,low,Average,High,Low,2374.82039,2226.07
Rice,Kharif     ,Nagaland,145000,Alluvial Soil,high,Average,Medium,Medium,2474.97678,1224.73
Rice,Rabi       ,Nagaland,200,Alluvial Soil,high,Average,High,High,2169.167088,2019.86
Cotton(lint),Kharif     ,Delhi,1,Black Soil,low,High,High,High,2369.553816,2586.55
Potato,Whole Year ,Delhi,142,Red/Yellow Soil,low,Low,Medium,Low,2659.997509,842.88
Rice,Kharif     ,Delhi,7303,Alluvial Soil,high,High,Low,Low,2395.008976,1240.81
Sugarcane,Whole Year ,Delhi,5,Laterile Soil,low,Average,Low,Medium,1998.408258,2077.74
Wheat,Rabi       ,Delhi,31037,Red/Yellow Soil,low,High,Medium,Medium,2358.192317,1915.47
Cotton(lint),Kharif     ,Andhra Pradesh,1045704,Black Soil,high,Average,Low,High,2178.952461,1424.74
Groundnut,Kharif     ,Andhra Pradesh,1520577,Red/Yellow Soil,low,Low,High,Medium,2580.140889,2454.21
Groundnut,Rabi       ,Andhra Pradesh,274540,Alluvial Soil,low,High,Medium,Medium,2595.651221,859.81
Onion,Whole Year ,Andhra Pradesh,34925,Red/Yellow Soil,low,High,Low,Low,2002.367612,715.23
Ragi,Kharif     ,Andhra Pradesh,82280,Alluvial Soil,high,Average,High,Low,2727.703891,2986.46
Ragi,Rabi       ,Andhra Pradesh,14472,Alluvial Soil,low,Low,Low,High,2166.34411,623.49
Rice,Kharif     ,Andhra Pradesh,2848794,Alluvial Soil,low,Average,Medium,Medium,2967.754687,1793.17
Rice,Rabi       ,Andhra Pradesh,1165454,Alluvial Soil,high,High,Medium,High,2485.367121,2007.92
Sugarcane,Whole Year ,Andhra Pradesh,232416,Alluvial Soil,low,Low,Low,Medium,2126.08195,2788.84
Wheat,Rabi       ,Andhra Pradesh,13515,Red/Yellow Soil,high,High,High,Low,2157.404179,1756.91
Cotton(lint),Kharif     ,Delhi,1,Black Soil,low,Low,Medium,Low,2604.428588,507.9
Potato,Whole Year ,Delhi,157,Red/Yellow Soil,low,Low,Medium,Low,2382.610033,644.67
Rice,Kharif     ,Delhi,8105,Alluvial Soil,high,Average,High,Low,2471.003827,709.58
Sugarcane,Whole Year ,Delhi,4,Laterile Soil,high,Low,Low,Low,2983.83407,2064.89
Wheat,Rabi       ,Delhi,33505,Alluvial Soil,high,Average,Low,Low,2290.226781,704.61
Groundnut,Kharif     ,Jammu and Kashmir,8,Laterile Soil,low,Low,Medium,Medium,2517.988857,1015.23
Rice,Kharif     ,Jammu and Kashmir,250625,Alluvial Soil,low,Average,Low,High,2925.953346,2892.59
Sugarcane,Whole Year ,Jammu and Kashmir,143,Red/Yellow Soil,high,Average,Low,Low,2581.154043,1177.94
Cotton(lint),Kharif     ,Delhi,1,Black Soil,high,Average,Medium,High,2018.019179,1400.5
Potato,Whole Year ,Delhi,2487,Laterile Soil,low,Average,Low,High,2651.616704,2501.24
Rice,Kharif     ,Delhi,6053,Alluvial Soil,low,High,Medium,Medium,2151.099143,2819.38
Sugarcane,Whole Year ,Delhi,5,Laterile Soil,high,Average,Medium,Low,2922.042259,2242.12
Wheat,Rabi       ,Delhi,27836,Alluvial Soil,low,High,Medium,Low,2253.139719,1708.84
Groundnut,Kharif     ,Jammu and Kashmir,12,Laterile Soil,low,Low,Low,Low,3390.852852,1553.8
Onion,Whole Year ,Jammu and Kashmir,365,Red/Yellow Soil,low,High,High,High,2940.212796,2376.94
Rice,Kharif     ,Jammu and Kashmir,244051,Alluvial Soil,low,Low,Low,Medium,2261.016229,2775.67
Sugarcane,Whole Year ,Jammu and Kashmir,126,Laterile Soil,low,Average,Medium,Low,2506.004142,1871.04
Wheat,Rabi       ,Jammu and Kashmir,276815,Alluvial Soil,low,Average,Low,Medium,2726.093284,1493.85
Cotton(lint),Kharif     ,Delhi,1,Black Soil,high,Average,Medium,Low,2735.098142,1195.29
Potato,Whole Year ,Delhi,63,Laterile Soil,high,High,High,Medium,2632.700878,2763.89
Rice,Kharif     ,Delhi,6405,Alluvial Soil,low,High,Medium,Medium,2875.647711,2428.93
Sugarcane,Whole Year ,Delhi,3,Alluvial Soil,low,Low,Low,High,2463.109316,1568.8
Wheat,Rabi       ,Delhi,26114,Red/Yellow Soil,low,Low,Low,Low,2389.984699,2262.68
Cotton(lint),Kharif     ,Jammu and Kashmir,69,Black Soil,low,High,Medium,High,2395.940804,2549.72
Groundnut,Kharif     ,Jammu and Kashmir,12,Laterile Soil,low,High,High,Medium,2757.51197,2217.63
Onion,Whole Year ,Jammu and Kashmir,518,Red/Yellow Soil,high,Average,High,Medium,2609.554312,1478.07
Potato,Whole Year ,Jammu and Kashmir,1835,Alluvial Soil,low,High,Medium,High,2587.3851,1227.53
Rice,Kharif     ,Jammu and Kashmir,249830,Alluvial Soil,high,Low,Medium,Low,2738.570275,1928.36
Sugarcane,Whole Year ,Jammu and Kashmir,132,Laterile Soil,high,High,Medium,Low,1884.684278,2146.91
Wheat,Rabi       ,Jammu and Kashmir,255514,Laterile Soil,high,Average,Low,High,2593.020647,1910.78
Cotton(lint),Kharif     ,Delhi,1,Black Soil,high,Low,Medium,Low,2565.570667,1850.94
Potato,Whole Year ,Delhi,61,Alluvial Soil,high,Low,High,High,3000.642424,1669.86
Rice,Kharif     ,Delhi,6096,Alluvial Soil,high,High,Medium,Medium,2041.423605,790.91
Sugarcane,Whole Year ,Delhi,5,Red/Yellow Soil,high,High,Low,High,2967.15599,1409.2
Wheat,Rabi       ,Delhi,19860,Alluvial Soil,high,Average,Low,Medium,2522.622739,899.13
Cotton(lint),Kharif     ,Jammu and Kashmir,44,Black Soil,low,High,Low,High,2646.696859,1275.71
Groundnut,Kharif     ,Jammu and Kashmir,49,Laterile Soil,high,High,High,Medium,3002.775636,2885.85
Onion,Whole Year ,Jammu and Kashmir,495,Red/Yellow Soil,high,Low,Medium,Medium,2668.22838,768.13
Potato,Whole Year ,Jammu and Kashmir,1737,Laterile Soil,high,High,Low,Low,2620.110487,1604.25
Rice,Kharif     ,Jammu and Kashmir,236199,Alluvial Soil,low,Low,Low,High,2572.687356,1084.71
Sugarcane,Whole Year ,Jammu and Kashmir,117,Laterile Soil,low,Low,Medium,Low,2354.95656,1891.44
Wheat,Rabi       ,Jammu and Kashmir,244157,Red/Yellow Soil,high,High,Low,Low,2491.453263,541.6
Banana,Whole Year ,Puducherry,274,Red/Yellow Soil,high,Average,Medium,High,2285.34617,2122.62
Cotton(lint),Kharif     ,Puducherry,314,Black Soil,low,Average,High,High,2486.62993,609.36
Onion,Whole Year ,Puducherry,3,Laterile Soil,high,Average,Low,Low,1799.220791,1290.69
Ragi,Kharif     ,Puducherry,114,Laterile Soil,high,Low,High,High,2628.71187,1447.04
Rice,Kharif     ,Puducherry,24142,Alluvial Soil,high,Average,Low,Medium,2463.478824,2546.56
Sugarcane,Whole Year ,Puducherry,2330,Alluvial Soil,high,High,Low,Low,2399.138879,1821.68
Cotton(lint),Kharif     ,Uttar Pradesh,4987,Black Soil,low,Low,High,Medium,2565.927425,1083.67
Groundnut,Kharif     ,Uttar Pradesh,81715,Alluvial Soil,high,Average,High,High,2069.930823,1879.85
Onion,Rabi       ,Uttar Pradesh,8199,Red/Yellow Soil,low,High,Low,High,3078.780999,564.15
Onion,Summer     ,Uttar Pradesh,11157,Laterile Soil,low,High,High,Medium,2469.169762,1143.33
Onion,Whole Year ,Uttar Pradesh,61,Red/Yellow Soil,high,Low,Medium,Low,2456.24667,2946.55
Potato,Whole Year ,Uttar Pradesh,442030,Red/Yellow Soil,high,Average,High,High,2210.381137,1313.18
Ragi,Rabi       ,Uttar Pradesh,590,Alluvial Soil,high,Low,Medium,High,2507.183915,942.47
Rice,Kharif     ,Uttar Pradesh,5209137,Alluvial Soil,high,High,Medium,High,2916.087967,1144.35
Rice,Summer     ,Uttar Pradesh,4292,Alluvial Soil,low,High,Low,Medium,2810.774863,619.43
Sugarcane,Whole Year ,Uttar Pradesh,2148981,Alluvial Soil,low,High,Low,High,2756.331325,2012.65
Wheat,Rabi       ,Uttar Pradesh,9162749,Red/Yellow Soil,high,High,High,Medium,2663.919686,2972.88
Potato,Whole Year ,Himachal Pradesh,15036,Laterile Soil,high,Low,Medium,Low,2392.437242,747.13
Rice,Kharif     ,Himachal Pradesh,81335,Alluvial Soil,low,Low,Low,Medium,2064.95105,2845.4
Wheat,Rabi       ,Himachal Pradesh,365359,Laterile Soil,low,Low,Medium,High,2439.688368,2937.17
Cotton(lint),Kharif     ,Jammu and Kashmir,10,Black Soil,high,High,Medium,Low,2429.238561,2068.05
Onion,Whole Year ,Jammu and Kashmir,631,Laterile Soil,high,Average,High,Medium,2814.638332,1815.23
Potato,Whole Year ,Jammu and Kashmir,1614,Red/Yellow Soil,high,Average,Low,Low,2592.817133,2485
Rice,Kharif     ,Jammu and Kashmir,259815,Alluvial Soil,high,Average,High,High,2983.693458,2860.26
Sugarcane,Whole Year ,Jammu and Kashmir,154,Red/Yellow Soil,high,Low,Low,Medium,2859.246562,2302.5
Wheat,Rabi       ,Jammu and Kashmir,250282,Red/Yellow Soil,low,High,Low,Low,2363.051317,1590.48
Potato,Whole Year ,Himachal Pradesh,14808,Alluvial Soil,low,High,High,High,1961.461241,1431
Rice,Kharif     ,Himachal Pradesh,79519,Alluvial Soil,low,Average,Low,Medium,2915.67257,1928.46
Wheat,Rabi       ,Himachal Pradesh,367770,Laterile Soil,low,Average,High,Low,2907.815567,592.88
Rice,Kharif     ,Jammu and Kashmir,250044,Alluvial Soil,high,Low,Low,Medium,2090.136523,676.37
Wheat,Rabi       ,Jammu and Kashmir,248613,Laterile Soil,low,High,Low,High,2952.772006,2722.49
Groundnut,Autumn     ,Odisha,30494,Red/Yellow Soil,high,Average,Low,Medium,2614.635151,2324.92
Groundnut,Summer     ,Odisha,54029,Laterile Soil,low,Average,Low,High,2548.205649,926.73
Groundnut,Winter     ,Odisha,3187,Laterile Soil,high,Low,Medium,High,2984.434976,1143.62
Onion,Whole Year ,Odisha,26684,Laterile Soil,high,High,Medium,High,2903.405552,780.05
Potato,Winter     ,Odisha,8506,Laterile Soil,low,Low,High,Medium,2695.399286,1472.7
Ragi,Autumn     ,Odisha,24161,Alluvial Soil,low,Low,Medium,Low,2641.96512,2414.61
Ragi,Summer     ,Odisha,261,Laterile Soil,high,Low,High,High,2684.918287,2819.63
Ragi,Winter     ,Odisha,39385,Red/Yellow Soil,low,Low,Low,High,2379.98277,2526.94
Rice,Autumn     ,Odisha,824000,Alluvial Soil,high,Average,Low,High,2483.469565,1771.87
Rice,Summer     ,Odisha,293000,Alluvial Soil,low,Low,High,Low,2229.304854,1622.96
Rice,Winter     ,Odisha,3375000,Alluvial Soil,low,Average,Low,Low,2400.088067,1755.68
Sugarcane,Winter     ,Odisha,14486,Alluvial Soil,low,High,Low,Low,2390.009836,1428.18
Wheat,Summer     ,Odisha,4054,Laterile Soil,low,Low,High,Medium,2309.408389,1868.07
Banana,Whole Year ,Uttar Pradesh,1615,Alluvial Soil,low,Low,High,High,2541.023951,1716.65
Cotton(lint),Kharif     ,Uttar Pradesh,5612,Black Soil,low,Average,Medium,Low,2402.805745,651.27
Groundnut,Kharif     ,Uttar Pradesh,95298,Red/Yellow Soil,high,Low,Medium,Low,2650.670416,923.58
Onion,Whole Year ,Uttar Pradesh,18430,Red/Yellow Soil,high,High,Low,High,2013.303816,1796.01
Potato,Rabi       ,Uttar Pradesh,435135,Laterile Soil,high,High,Low,High,2465.993562,1816.92
Rice,Kharif     ,Uttar Pradesh,5934405,Alluvial Soil,high,High,Low,High,2539.465492,807.02
Sugarcane,Kharif     ,Uttar Pradesh,2002320,Laterile Soil,high,Average,Medium,Low,2406.811228,1747.45
Wheat,Rabi       ,Uttar Pradesh,9373402,Red/Yellow Soil,high,High,Low,High,2448.28219,1392.54
Cotton(lint),Kharif     ,Jammu and Kashmir,35,Black Soil,low,Low,Low,Low,2024.426197,2110.16
Groundnut,Kharif     ,Jammu and Kashmir,34,Red/Yellow Soil,low,Average,Medium,Medium,2606.943131,1544.2
Onion,Kharif     ,Jammu and Kashmir,94,Laterile Soil,low,Low,Medium,Medium,2694.281795,1253.98
Potato,Kharif     ,Jammu and Kashmir,786,Laterile Soil,low,Low,Medium,Low,2648.061188,1757.88
Rice,Kharif     ,Jammu and Kashmir,259014,Alluvial Soil,low,High,High,High,2811.618118,1371.47
Sugarcane,Kharif     ,Jammu and Kashmir,191,Laterile Soil,low,Low,Low,Medium,2560.458882,1511.26
Wheat,Kharif     ,Jammu and Kashmir,436,Laterile Soil,high,Average,Medium,Low,2643.604354,2050.01
Wheat,Rabi       ,Jammu and Kashmir,436,Laterile Soil,high,Low,Medium,Medium,2546.827222,789
Banana,Whole Year ,Uttar Pradesh,1991,Red/Yellow Soil,low,High,Low,High,2706.265216,1404.66
Cotton(lint),Kharif     ,Uttar Pradesh,4366,Black Soil,low,Average,High,Medium,2026.831109,1668.54
Onion,Whole Year ,Uttar Pradesh,25535,Alluvial Soil,high,Low,Low,Low,2231.92571,2173.2
Potato,Rabi       ,Uttar Pradesh,445197,Alluvial Soil,high,High,High,High,2976.069897,1185.88
Rice,Kharif     ,Uttar Pradesh,5571524,Alluvial Soil,low,Average,Medium,Medium,1761.869253,1746.41
Sugarcane,Kharif     ,Uttar Pradesh,2155791,Red/Yellow Soil,low,Low,Medium,High,2457.946621,1813.4
Wheat,Rabi       ,Uttar Pradesh,9163949,Laterile Soil,low,High,Low,Low,2851.682488,2148.94
Cotton(lint),Kharif     ,Jammu and Kashmir,42,Black Soil,high,High,High,Low,2472.0218,2658.56
Groundnut,Kharif     ,Jammu and Kashmir,39,Laterile Soil,high,High,Low,High,2378.496679,1171.71
Onion,Rabi       ,Jammu and Kashmir,372,Alluvial Soil,high,Average,Low,Medium,2538.826503,1671.48
Potato,Kharif     ,Jammu and Kashmir,889,Laterile Soil,high,Average,Medium,High,2394.063946,1521.35
Potato,Rabi       ,Jammu and Kashmir,857,Laterile Soil,high,Average,High,Medium,2509.254848,1591.89
Rice,Kharif     ,Jammu and Kashmir,252516,Alluvial Soil,high,High,High,Medium,2294.985689,802.02
Sugarcane,Kharif     ,Jammu and Kashmir,159,Alluvial Soil,high,Average,Low,Low,2832.602326,2243.37
Wheat,Rabi       ,Jammu and Kashmir,261584,Laterile Soil,high,Low,Low,High,2926.979476,2690.25
Potato,Whole Year ,Delhi,56,Laterile Soil,high,Low,High,Low,2459.982903,2820.2
Rice,Kharif     ,Delhi,7419,Alluvial Soil,low,High,Low,Medium,2084.053174,2367.94
Sugarcane,Whole Year ,Delhi,3,Alluvial Soil,low,Average,Medium,High,2342.847049,1779.65
Wheat,Rabi       ,Delhi,17482,Alluvial Soil,low,Average,High,Medium,2444.803402,1621.84
Cotton(lint),Kharif     ,Jammu and Kashmir,64,Black Soil,low,Average,High,High,2651.661663,2644.74
Groundnut,Kharif     ,Jammu and Kashmir,3,Alluvial Soil,low,Average,High,Medium,2197.596033,2290.64
Onion,Kharif     ,Jammu and Kashmir,131,Alluvial Soil,low,Low,Low,Low,2269.251304,1441.05
Onion,Rabi       ,Jammu and Kashmir,372,Alluvial Soil,high,High,Low,Medium,2653.202841,1416.01
Potato,Kharif     ,Jammu and Kashmir,1380,Laterile Soil,low,High,High,High,2781.67265,2996.32
Potato,Rabi       ,Jammu and Kashmir,857,Red/Yellow Soil,low,Low,Medium,High,2313.521786,1745.82
Rice,Kharif     ,Jammu and Kashmir,263246,Alluvial Soil,high,High,Medium,Medium,2100.034884,2144.72
Sugarcane,Kharif     ,Jammu and Kashmir,69,Laterile Soil,high,Average,Low,Medium,3485.23546,2842.57
Wheat,Kharif     ,Jammu and Kashmir,20,Alluvial Soil,low,Average,Medium,Low,2734.991271,1659.19
Wheat,Rabi       ,Jammu and Kashmir,261584,Red/Yellow Soil,high,High,Medium,Low,2419.898871,779.44
Potato,Whole Year ,Delhi,79,Laterile Soil,high,High,Low,High,2760.709383,851.36
Rice,Kharif     ,Delhi,7039,Alluvial Soil,high,High,High,Medium,2462.663011,1285.71
Sugarcane,Whole Year ,Delhi,3,Laterile Soil,low,Low,High,Low,2760.147067,2812.96
Wheat,Rabi       ,Delhi,18430,Red/Yellow Soil,low,Low,High,High,2547.817959,2840.68
Potato,Whole Year ,Delhi,88,Alluvial Soil,high,High,Medium,Low,2527.381569,626.87
Rice,Kharif     ,Delhi,6821,Alluvial Soil,high,Average,High,Medium,2465.92544,2778.69
Sugarcane,Whole Year ,Delhi,3,Red/Yellow Soil,high,High,Medium,High,2065.7856,1951.01
Wheat,Rabi       ,Delhi,21309,Alluvial Soil,high,High,Medium,Low,3081.42847,2427.91
Cotton(lint),Kharif     ,Jammu and Kashmir,17,Black Soil,low,Low,High,Medium,2217.539824,1843.8
Groundnut,Kharif     ,Jammu and Kashmir,3,Laterile Soil,low,Low,Low,Low,2091.992927,1456.35
Onion,Kharif     ,Jammu and Kashmir,249,Laterile Soil,high,Low,High,High,2436.142035,2722.85
Onion,Rabi       ,Jammu and Kashmir,470,Red/Yellow Soil,high,Low,High,High,2211.558456,2868
Potato,Kharif     ,Jammu and Kashmir,1098,Red/Yellow Soil,low,Low,Low,Low,2484.486163,1397.14
Potato,Rabi       ,Jammu and Kashmir,1184,Red/Yellow Soil,high,Low,High,High,2706.329155,1499.4
Rice,Kharif     ,Jammu and Kashmir,259892,Alluvial Soil,high,Average,Low,Low,2798.59087,2474.44
Sugarcane,Kharif     ,Jammu and Kashmir,1,Red/Yellow Soil,low,Low,Low,High,2744.419216,1378.97
Wheat,Rabi       ,Jammu and Kashmir,284644,Laterile Soil,high,Low,High,Medium,2408.310384,1183.21
Potato,Whole Year ,Delhi,51,Red/Yellow Soil,low,Average,High,Medium,2514.877548,2292.95
Rice,Kharif     ,Delhi,6848,Alluvial Soil,high,High,High,High,2622.363715,2386.76
Sugarcane,Whole Year ,Delhi,3,Red/Yellow Soil,low,Average,Medium,High,1972.663773,1534.12
Wheat,Rabi       ,Delhi,20135,Laterile Soil,high,High,Medium,Low,2671.17541,1109.55
Potato,Whole Year ,Delhi,48,Alluvial Soil,high,Average,Medium,Low,2062.810214,2306.23
Rice,Kharif     ,Delhi,7248,Alluvial Soil,high,High,High,Low,3112.10398,1351.09
Sugarcane,Whole Year ,Delhi,3,Alluvial Soil,low,Low,Low,High,2378.645475,755.33
Wheat,Rabi       ,Delhi,18927,Alluvial Soil,high,High,Low,High,2444.537447,2334.57
Cotton(lint),Kharif     ,Jammu and Kashmir,13,Black Soil,high,High,High,Low,2269.08787,1337.7
Groundnut,Kharif     ,Jammu and Kashmir,5,Alluvial Soil,high,High,Low,Low,2311.00899,1046.56
Onion,Kharif     ,Jammu and Kashmir,144,Alluvial Soil,low,Average,High,High,3182.228071,2310.65
Onion,Rabi       ,Jammu and Kashmir,430,Alluvial Soil,high,Low,Medium,Low,2782.110907,540
Potato,Kharif     ,Jammu and Kashmir,1015,Red/Yellow Soil,low,Low,Medium,High,2035.239266,2813.93
Potato,Rabi       ,Jammu and Kashmir,1045,Alluvial Soil,high,Low,Medium,Low,2951.26387,2097.28
Rice,Kharif     ,Jammu and Kashmir,262169,Alluvial Soil,low,High,High,Low,2857.972683,2320
Sugarcane,Kharif     ,Jammu and Kashmir,19,Red/Yellow Soil,low,High,High,Low,2415.636261,2695.57
Wheat,Rabi       ,Jammu and Kashmir,291994,Laterile Soil,low,Low,Medium,High,2592.009083,1905.25
Potato,Whole Year ,Delhi,689,Laterile Soil,low,Average,High,Low,2495.516776,2807.58
Rice,Kharif     ,Delhi,6068,Alluvial Soil,low,Low,High,Medium,3091.773971,709.13
Sugarcane,Whole Year ,Delhi,3,Alluvial Soil,high,High,Medium,High,2261.112943,2684.62
Wheat,Rabi       ,Delhi,19450,Alluvial Soil,high,Average,Low,Medium,2543.803183,2051.85
Groundnut,Kharif     ,Jammu and Kashmir,4,Alluvial Soil,high,High,Low,Medium,2371.556401,2040.34
