Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Rice,Kharif     ,0,,2,0,2,0.39805158547008546,0.11203579632465543
Rice,Summer     ,0,,2,0,2,0.3610564369029663,0.34906202143950993
Sugarcane,Whole Year ,2,,1,1,2,0.41638833358471594,0.076531393568147
Wheat,Rabi       ,0,,0,2,1,0.30395718652589243,0.2504961077080143
Cotton(lint),Kharif     ,1,,1,0,2,0.3121158423831071,0.31780404543134255
Groundnut,Autumn     ,0,,1,1,0,0.38047270060331817,0.2667416411434405
Groundnut,Rabi       ,3,,1,1,0,0.3888786558572146,0.07850306278713629
Groundnut,Summer     ,0,,0,0,1,0.23813862393162388,0.257191168963757
Potato,Rabi       ,0,,2,1,2,0.4101417581699346,0.36086810872894337
Potato,Summer     ,3,,0,1,2,0.43409213499245847,0.38504498468606435
Ragi,Autumn     ,3,,0,0,0,0.36998854424333827,0.2449001403777437
Rice,Autumn     ,0,,2,0,2,0.5548868489190547,0.3096828739152629
Rice,Summer     ,0,,0,0,0,0.32431359175465047,0.31134666921898924
Rice,Winter     ,0,,0,2,1,0.34858568401206635,0.3067524885145482
Sugarcane,Whole Year ,0,,1,1,2,0.3460231091000503,0.13598615364982133
Wheat,Rabi       ,0,,2,0,2,0.37007132151835087,0.07534456355283307
Groundnut,Kharif     ,3,,0,0,2,0.35102628355957766,0.421934022460439
Potato,Whole Year ,2,,0,0,2,0.26972268401206634,0.0929476135783563
Rice,Kharif     ,0,,2,2,2,0.33459917320261434,0.0991641143440531
Sugarcane,Whole Year ,0,,2,1,0,0.3684549499748617,0.1022524247064829
Wheat,Rabi       ,0,,1,1,1,0.4684694884364001,0.4404925982644206
Groundnut,Kharif     ,0,,0,2,1,0.5418986882855705,0.3579169857069934
Onion,Rabi       ,0,,1,1,0,0.47653146530920054,0.451357516590097
Potato,Rabi       ,3,,0,1,2,0.3173419534942181,0.44957567636549256
Potato,Winter     ,0,,2,1,1,0.32334266390145805,0.4263144461459929
Ragi,Kharif     ,0,,1,0,1,0.36380126370035193,0.2520929045431342
Rice,Autumn     ,0,,1,1,0,0.5103991118652589,0.3266558192955589
Rice,Summer     ,0,,1,2,2,0.36334157466063344,0.34903809341500763
Rice,Winter     ,0,,0,1,2,0.27570330643539465,0.18282605921388465
Sugarcane,Whole Year ,0,,0,2,2,0.3380208293112116,0.45052482133741706
Wheat,Rabi       ,3,,0,1,0,0.4329102063851181,0.3567556789178152
Cotton(lint),Whole Year ,1,,0,2,0,0.4278486885369531,0.32479581419091375
Groundnut,Kharif     ,3,,0,1,0,0.3607176973353443,0.4535828228688106
Onion,Whole Year ,0,,1,0,2,0.427356561588738,0.2782574017355794
Potato,Kharif     ,0,,1,0,0,0.20438620889894415,0.3957168836140888
Potato,Rabi       ,2,,0,2,0,0.38364725263951727,0.25245661051556917
Ragi,Kharif     ,3,,0,0,2,0.4407253961789843,0.3926939765186319
Rice,Kharif     ,0,,0,1,1,0.31300679160382094,0.3493858473711077
Sugarcane,Whole Year ,2,,2,0,0,0.31274470563097023,0.44839363195507914
Wheat,Rabi       ,3,,2,0,1,0.23505921417797887,0.43888623021949974
Banana,Whole Year ,0,,2,1,2,0.49571862192056304,0.09732006125574273
Cotton(lint),Kharif     ,1,,1,2,0,0.321506738813474,0.28185936702399184
Groundnut,Kharif     ,3,,0,0,0,0.39399521945701343,0.22454696273608984
Groundnut,Summer     ,0,,1,0,0,0.4213612649572649,0.4361041985706993
Onion,Rabi       ,2,,0,2,2,0.48984926721970834,0.44490652118427765
Onion,Summer     ,3,,2,1,0,0.364210826546003,0.1292304747320061
Potato,Whole Year ,3,,2,2,1,0.3351360135746606,0.23045558958652373
Ragi,Kharif     ,0,,0,2,1,0.3888688524384112,0.2597466819806023
Rice,Kharif     ,0,,2,2,2,0.4726556266968325,0.38231878509443595
Rice,Summer     ,0,,2,1,1,0.3629834693313222,0.3275108473711077
Sugarcane,Whole Year ,0,,1,0,1,0.3038057506284565,0.19150714650331802
Wheat,Rabi       ,2,,2,2,0,0.25962108044243337,0.1403538157223073
Cotton(lint),Kharif     ,1,,0,0,2,0.2837131184012065,0.22920016590096987
Groundnut,Kharif     ,3,,2,0,2,0.44100488914027147,0.3036976773864216
Onion,Whole Year ,2,,1,0,2,0.35163716867772743,0.15379019908116387
Potato,Whole Year ,3,,2,0,1,0.3300009369029663,0.24849572485962224
Rice,Kharif     ,0,,0,1,1,0.3218224819004524,0.44533403522205206
Sugarcane,Whole Year ,3,,1,0,0,0.3822307083961789,0.18033275906074528
Wheat,Rabi       ,0,,2,0,0,0.3577585399698341,0.0731958269525268
Cotton(lint),Kharif     ,1,,0,2,0,0.3552187926093513,0.4039927896886166
Groundnut,Kharif     ,3,,2,1,2,0.47757596229260924,0.2761437595712098
Onion,Rabi       ,3,,0,2,1,0.4918061551030668,0.099645865237366
Potato,Kharif     ,3,,1,1,0,0.2543975610859728,0.22977922409392545
Potato,Rabi       ,2,,0,2,1,0.4005223275515334,0.0813329504849413
Ragi,Kharif     ,0,,1,0,1,0.3172301080945198,0.16418293772332823
Rice,Kharif     ,0,,1,1,2,0.3570951900452488,0.28723360132720777
Sugarcane,Whole Year ,0,,2,0,0,0.3991411553544494,0.4198905691679429
Wheat,Rabi       ,0,,1,1,0,0.35977476747109094,0.2737477667177131
Groundnut,Kharif     ,2,,2,2,0,0.39319707491201605,0.1888654925982644
Ragi,Kharif     ,2,,2,1,1,0.4265688944193061,0.24268759571209803
Rice,Kharif     ,0,,1,2,2,0.3980324384112619,0.18925950740173558
Wheat,Rabi       ,3,,2,2,1,0.3270359751131221,0.2954839841755998
Banana,Whole Year ,2,,0,1,1,0.3283660427350428,0.2058224859622256
Cotton(lint),Kharif     ,1,,1,2,0,0.2672419333836099,0.41627584226646247
Groundnut,Kharif     ,2,,1,2,0,0.3114187810457516,0.26563297600816743
Groundnut,Summer     ,2,,1,0,0,0.5237859499748616,0.2876547345584482
Onion,Whole Year ,0,,1,1,1,0.31608821719457014,0.34099508677896884
Potato,Whole Year ,2,,1,2,2,0.28581859125188525,0.33422824144971924
Rice,Kharif     ,0,,0,0,0,0.3999442833081951,0.2815435171005615
Rice,Summer     ,0,,0,1,2,0.3674938592257415,0.07508614088820827
Sugarcane,Whole Year ,2,,0,0,0,0.36106637229763694,0.4421356559469117
Wheat,Rabi       ,0,,1,0,1,0.482079886877828,0.07498404798366513
Cotton(lint),Kharif     ,1,,1,1,0,0.417229261689291,0.4610499617151608
Groundnut,Kharif     ,3,,2,1,0,0.3358476923076923,0.17798462225625317
Groundnut,Summer     ,0,,2,1,1,0.34380523504273497,0.3992582312404288
Ragi,Kharif     ,3,,0,2,2,0.3379145414781296,0.10835247575293516
Rice,Kharif     ,0,,1,1,0,0.4417852905982905,0.1390585119959163
Rice,Summer     ,0,,2,0,0,0.352578107340372,0.35529128381827463
Sugarcane,Whole Year ,3,,1,1,1,0.2405867141779789,0.1747399821337417
Wheat,Rabi       ,3,,1,2,2,0.3721729753645048,0.3219946401225115
Cotton(lint),Kharif     ,1,,0,2,0,0.25990251382604324,0.2767818402246044
Onion,Rabi       ,0,,2,2,2,0.5405402667169431,0.4455844818785094
Potato,Kharif     ,2,,0,0,0,0.3029913589743589,0.20019461459928534
Potato,Rabi       ,0,,0,2,1,0.36360999748617395,0.2983569423175089
Rice,Autumn     ,0,,0,0,0,0.3952892961287078,0.3579217713118938
Rice,Kharif     ,0,,2,2,0,0.354047901458019,0.35075133996937213
Rice,Rabi       ,0,,1,1,2,0.35394441427853185,0.16329760081674324
Sugarcane,Whole Year ,2,,0,2,2,0.4076290060331824,0.44653043644716695
Cotton(lint),Kharif     ,1,,1,2,0,0.490916236299648,0.09822613578356304
Groundnut,Kharif     ,0,,2,1,0,0.4336985231271995,0.25241194486983154
Potato,Rabi       ,2,,1,2,1,0.4873187943690296,0.160198124042879
Ragi,Kharif     ,3,,2,2,1,0.2968864424333836,0.21323698315467074
Rice,Kharif     ,0,,0,0,1,0.3997508270487682,0.40061734303215923
Rice,Rabi       ,0,,2,0,2,0.38752484062342885,0.15870182491066873
Sugarcane,Kharif     ,2,,2,2,2,0.40229446656611356,0.41339171771311894
Wheat,Rabi       ,3,,1,2,1,0.47960522649572646,0.0768504338948443
Cotton(lint),Kharif     ,1,,0,0,0,0.359166228004022,0.2519908116385911
Groundnut,Autumn     ,0,,1,0,0,0.3452360457516339,0.3301333588565595
Groundnut,Summer     ,0,,2,0,0,0.4160870384615384,0.21033052577845837
Groundnut,Winter     ,0,,1,2,0,0.24171422373051782,0.20569327462991321
Onion,Rabi       ,3,,0,1,2,0.3579548479135243,0.15152501276161306
Potato,Winter     ,2,,0,1,0,0.3656965040221216,0.3780739535477284
Ragi,Autumn     ,0,,1,1,0,0.3064083496732025,0.38156425472179684
Ragi,Summer     ,2,,2,0,0,0.4555348675213674,0.076357516590097
Ragi,Winter     ,2,,1,0,1,0.295708372297637,0.13757976008167433
Rice,Autumn     ,0,,2,0,1,0.36557015711412766,0.11878509443593671
Rice,Summer     ,0,,0,2,1,0.3979253815987933,0.411260528330781
Rice,Winter     ,0,,2,0,0,0.47788724685771744,0.19413603879530372
Sugarcane,Winter     ,2,,2,2,0,0.3750208823529412,0.41420686574783055
Wheat,Summer     ,0,,2,0,2,0.44641681196581195,0.45960789943848895
Cotton(lint),Kharif     ,1,,1,2,0,0.4286522420814478,0.2921308703420112
Groundnut,Kharif     ,0,,2,2,1,0.3851275180995475,0.36238993108728945
Rice,Kharif     ,0,,0,2,1,0.2936515781799899,0.3496251276161307
Sugarcane,Whole Year ,0,,2,1,2,0.2676283916540976,0.3630296069423175
Wheat,Rabi       ,0,,0,1,1,0.38384907491201603,0.3575835885655947
Banana,Kharif     ,2,,2,0,1,0.3348896274509804,0.13723679173047473
Cotton(lint),Kharif     ,1,,0,0,2,0.44514286777275003,0.16811351454823892
Groundnut,Kharif     ,2,,1,1,2,0.4320655995475112,0.365506955079122
Groundnut,Rabi       ,2,,1,0,0,0.3618945957767722,0.2832041220010209
Onion,Kharif     ,3,,1,2,2,0.288508326546003,0.4605299259826442
Onion,Rabi       ,0,,0,2,2,0.41433400326797376,0.2584497830525778
Potato,Kharif     ,0,,2,1,1,0.29904855857214674,0.2414816232771822
Potato,Rabi       ,0,,2,2,1,0.31861760256410254,0.18011262123532415
Ragi,Kharif     ,0,,0,1,0,0.301954569884364,0.33621745788667684
Ragi,Rabi       ,0,,1,2,2,0.36537196907993963,0.26826984430832057
Rice,Kharif     ,0,,2,2,1,0.46406679235796877,0.13108090862685043
Rice,Rabi       ,0,,2,0,0,0.37543683735545497,0.086260528330781
Sugarcane,Kharif     ,2,,0,1,0,0.34239175263951727,0.38653490301174065
Wheat,Kharif     ,0,,0,1,1,0.26076307717445946,0.24211172792240937
Wheat,Rabi       ,0,,1,1,1,0.4174553481649069,0.4460343287391526
Cotton(lint),Kharif     ,1,,2,2,1,0.3169629507290096,0.1175823124042879
Groundnut,Kharif     ,2,,1,1,0,0.384679559074912,0.3177577845839714
Groundnut,Rabi       ,3,,1,1,2,0.3491036739567621,0.10569167942827974
Rice,Autumn     ,0,,2,2,1,0.4390279451985921,0.3325692317508933
Rice,Kharif     ,0,,1,1,1,0.3639590452488688,0.33742183511995916
Rice,Summer     ,0,,0,2,2,0.37137307541478126,0.09417751403777437
Rice,Winter     ,0,,2,1,2,0.4124495082956259,0.25900331801939763
Sugarcane,Whole Year ,3,,1,0,0,0.5347114265962795,0.4489025012761613
Wheat,Rabi       ,3,,1,2,1,0.4428190243841126,0.2708843797856049
Banana,Summer     ,3,,0,0,0,0.36913478330819505,0.31366928279734557
Cotton(lint),Kharif     ,1,,0,2,2,0.37605816918049273,0.35779894078611535
Groundnut,Kharif     ,0,,0,2,1,0.33623483207642035,0.22727316232771821
Onion,Rabi       ,2,,0,1,0,0.30417327526395166,0.3481240428790199
Onion,Summer     ,0,,2,1,1,0.3341314137757666,0.402065786115365
Potato,Rabi       ,3,,1,2,1,0.3175855482654599,0.14747001020929046
Rice,Kharif     ,0,,1,0,1,0.42509062719959767,0.4300025523226136
Rice,Summer     ,0,,1,1,0,0.2950330676219206,0.18728145737621235
Sugarcane,Kharif     ,2,,0,1,2,0.47636077626948214,0.4647667815211842
Wheat,Rabi       ,0,,1,0,1,0.4325324069884363,0.26455302450229706
Groundnut,Kharif     ,0,,0,2,1,0.37736312694821506,0.3634794538029607
Onion,Whole Year ,3,,0,1,2,0.3758410213675213,0.4487525523226136
Potato,Kharif     ,2,,1,0,1,0.33378974534942174,0.4431741322103113
Potato,Rabi       ,3,,0,0,1,0.3961853501759677,0.3008566232771822
Ragi,Kharif     ,0,,0,2,1,0.4578752486173957,0.36510655946911685
Rice,Kharif     ,0,,0,0,2,0.3227886025641026,0.4541028586013272
Rice,Summer     ,0,,0,0,2,0.26017656435394665,0.18072517866258295
Sugarcane,Whole Year ,3,,1,1,0,0.4288500442433383,0.3228400969882593
Wheat,Rabi       ,3,,1,1,0,0.4002789824032177,0.41421165135273097
Cotton(lint),Kharif     ,1,,0,0,1,0.29133744595274,0.3412072485962226
Groundnut,Autumn     ,0,,2,2,1,0.32050844369029663,0.3308942700357325
Groundnut,Rabi       ,0,,2,1,0,0.3110278325791854,0.3835295431342522
Groundnut,Summer     ,2,,1,0,0,0.3211765507792861,0.4629929173047473
Potato,Rabi       ,0,,1,1,1,0.35140652941176476,0.20629945125063806
Potato,Summer     ,0,,1,1,0,0.355715386877828,0.39952143950995406
Ragi,Autumn     ,0,,2,0,2,0.3267375321769733,0.2404016717713119
Rice,Autumn     ,0,,0,1,2,0.3186402347913524,0.10675727411944869
Rice,Summer     ,0,,1,2,1,0.3585632722473604,0.21555162072485962
Rice,Winter     ,0,,1,1,2,0.38846341377576665,0.18113833588565592
Sugarcane,Whole Year ,0,,2,0,2,0.35196355932629453,0.16343478815722307
Wheat,Rabi       ,2,,2,0,1,0.46319761362493717,0.34747958141909135
Groundnut,Kharif     ,0,,2,2,2,0.4141343172448465,0.4092186702399183
Onion,Whole Year ,0,,2,1,0,0.25584370110608345,0.38688744257274116
Potato,Kharif     ,2,,0,1,1,0.4153138084464554,0.40597083971413983
Potato,Rabi       ,2,,2,2,0,0.42148396053293113,0.37518982899438486
Ragi,Kharif     ,2,,0,2,0,0.3430315510306686,0.2510384762633997
Rice,Kharif     ,0,,2,0,2,0.26305699446958264,0.35791539050535986
Rice,Summer     ,0,,0,2,2,0.37642534640522873,0.33707248596222567
Sugarcane,Whole Year ,3,,1,1,2,0.3752356473102061,0.34585566615620217
Wheat,Rabi       ,2,,1,2,0,0.29122828783308186,0.257309213884635
Cotton(lint),Whole Year ,1,,2,1,0,0.26637361362493706,0.19107484686064316
Rice,Kharif     ,0,,0,0,1,0.36921416189039713,0.30831738131699843
Sugarcane,Whole Year ,3,,2,0,1,0.358239527903469,0.4145418580908627
Wheat,Rabi       ,0,,1,2,0,0.344349017094017,0.3451649438489025
Rice,Kharif     ,0,,1,1,1,0.36952659125188536,0.18543102348136806
Rice,Rabi       ,0,,1,2,2,0.2926513544494721,0.31227029096477793
Cotton(lint),Kharif     ,1,,2,2,2,0.34302509200603315,0.4026687723328229
Potato,Whole Year ,3,,0,1,0,0.4160375839617897,0.12451824910668707
Rice,Kharif     ,0,,2,0,0,0.3494240764203117,0.18799610770801428
Sugarcane,Whole Year ,2,,1,0,1,0.24972555505279026,0.32150331801939763
Wheat,Rabi       ,3,,2,1,1,0.34016900879839107,0.2956179811128127
Cotton(lint),Kharif     ,1,,1,0,2,0.29511122699849157,0.21733665135273098
Groundnut,Kharif     ,3,,0,2,1,0.3959630188536952,0.38155787391526286
Groundnut,Rabi       ,0,,2,1,1,0.3998620465057817,0.12721892547217967
Onion,Whole Year ,3,,2,0,0,0.25072086777275004,0.10415550025523226
Ragi,Kharif     ,0,,1,2,0,0.4330577905982905,0.4664624808575804
Ragi,Rabi       ,0,,0,0,2,0.29194170688788335,0.08952112046962736
Rice,Kharif     ,0,,1,1,1,0.49340238486676713,0.2761086651352731
Rice,Rabi       ,0,,2,1,2,0.3721385422322775,0.3103656202143951
Sugarcane,Whole Year ,0,,0,0,1,0.2818205002513825,0.4349381061766207
Wheat,Rabi       ,3,,2,2,0,0.2896943637506284,0.27032446401225113
Cotton(lint),Kharif     ,1,,0,1,0,0.4020685238813474,0.07108218478815723
Potato,Whole Year ,3,,0,1,0,0.3463071978381095,0.0928997575293517
Rice,Kharif     ,0,,1,2,0,0.36852785997988935,0.10325421133231241
Sugarcane,Whole Year ,2,,0,0,0,0.4974444620412266,0.3194534839203675
Wheat,Rabi       ,0,,1,0,0,0.3230836553544494,0.10246139612046963
Groundnut,Kharif     ,2,,0,1,1,0.38033907918552023,0.15201154925982643
Rice,Kharif     ,0,,1,0,2,0.4828942549019607,0.4514883231240429
Sugarcane,Whole Year ,3,,1,0,0,0.3962177081447963,0.17796707503828485
Cotton(lint),Kharif     ,1,,1,1,2,0.25465539944695825,0.21346988259315977
Potato,Whole Year ,2,,1,0,2,0.41393079537456,0.38906010719754974
Rice,Kharif     ,0,,2,1,1,0.2881093873805932,0.43980985196528843
Sugarcane,Whole Year ,2,,1,1,0,0.48191107566616376,0.3477252424706483
Wheat,Rabi       ,0,,2,1,0,0.31376061312217185,0.26265632976008163
Groundnut,Kharif     ,2,,0,0,0,0.5997619034690799,0.23792432363450738
Onion,Whole Year ,3,,2,2,2,0.48647883257918545,0.3692317508933129
Rice,Kharif     ,0,,0,0,1,0.3157406307189542,0.432837225625319
Sugarcane,Whole Year ,2,,1,1,0,0.377326330316742,0.28853050025523225
Wheat,Rabi       ,0,,1,0,1,0.43265291201608846,0.228361089841756
Cotton(lint),Kharif     ,1,,1,1,0,0.43491657667169425,0.18073474987238386
Potato,Whole Year ,2,,2,2,1,0.40917568577174457,0.43095807810107195
Rice,Kharif     ,0,,2,1,1,0.47024829336349916,0.37752520418580904
Sugarcane,Whole Year ,0,,0,0,2,0.36654331724484657,0.2403171260847371
Wheat,Rabi       ,3,,0,0,0,0.3481610605832076,0.35100497702909644
Cotton(lint),Kharif     ,1,,2,1,2,0.34965832176973344,0.39679364471669215
Groundnut,Kharif     ,2,,2,2,1,0.4405510231271995,0.3438185936702399
Onion,Whole Year ,3,,1,2,1,0.40335704172951237,0.22584386166411433
Potato,Whole Year ,0,,2,1,2,0.39778408748114624,0.18587767993874424
Rice,Kharif     ,0,,0,1,0,0.43578941050779285,0.2976741960183767
Sugarcane,Whole Year ,2,,2,1,0,0.22113732478632475,0.33253732771822353
Wheat,Rabi       ,2,,1,0,2,0.3992007659627953,0.2948698315467075
Cotton(lint),Kharif     ,1,,0,1,0,0.3923003185017596,0.28532414497192443
Potato,Whole Year ,0,,0,2,2,0.5016697898441428,0.2564382337927514
Rice,Kharif     ,0,,2,1,1,0.2605388650075414,0.11622798621745789
Sugarcane,Whole Year ,3,,2,0,2,0.4932518828557063,0.21485770801429302
Wheat,Rabi       ,0,,1,0,1,0.38150395651080937,0.1334912582950485
Cotton(lint),Kharif     ,1,,2,0,2,0.41269403192559073,0.19356336140888208
Groundnut,Kharif     ,2,,2,2,1,0.5022060422322774,0.45041315722307296
Onion,Whole Year ,3,,0,1,1,0.41810668174962284,0.1125941168963757
Potato,Whole Year ,2,,2,0,0,0.40601068049270983,0.24597211587544665
Rice,Kharif     ,0,,0,0,2,0.394089330316742,0.16309501020929046
Sugarcane,Whole Year ,2,,0,1,0,0.3393555957767722,0.29178471158754465
Wheat,Rabi       ,3,,2,0,0,0.37366849245852174,0.07645801429300664
Banana,Whole Year ,3,,1,1,2,0.32185675465057806,0.3286625829504849
Cotton(lint),Kharif     ,1,,1,2,2,0.372455990447461,0.08726710056151098
Onion,Whole Year ,2,,1,0,0,0.19965329084967315,0.19595297345584484
Ragi,Kharif     ,2,,0,2,2,0.4081729185520362,0.22089395099540582
Rice,Kharif     ,0,,1,0,1,0.36663620512820505,0.39628956100051044
Sugarcane,Whole Year ,0,,2,0,0,0.35046226219205623,0.28065658499234303
Cotton(lint),Kharif     ,1,,0,2,1,0.3923900012569129,0.16292910923940787
Groundnut,Kharif     ,0,,1,2,2,0.26770508371040724,0.2899358728943338
Onion,Rabi       ,3,,2,0,2,0.5213124683257918,0.08005519397651863
Onion,Summer     ,2,,2,2,1,0.3680668079436903,0.17244608218478813
Onion,Whole Year ,3,,0,1,0,0.3648181674208144,0.4600960311383359
Potato,Whole Year ,3,,1,2,2,0.3030118494218199,0.1995405819295559
Ragi,Rabi       ,0,,0,1,2,0.3776229047259929,0.14040486217457887
Rice,Kharif     ,0,,2,1,2,0.48041427023629957,0.17260879275140376
Rice,Summer     ,0,,2,0,1,0.45394038788335844,0.08887346860643185
Sugarcane,Whole Year ,0,,2,0,2,0.44025422951231774,0.3111201505870342
Wheat,Rabi       ,3,,2,2,1,0.4170235510306687,0.46429619703930575
Potato,Whole Year ,2,,0,1,0,0.3487775872297636,0.1092441934660541
Rice,Kharif     ,0,,0,0,1,0.266453255404726,0.4439605666156202
Wheat,Rabi       ,2,,0,1,2,0.36065569834087474,0.4585997320061256
Cotton(lint),Kharif     ,1,,2,1,0,0.3580287986425339,0.31995756763654926
Onion,Whole Year ,2,,1,2,1,0.45491159678230264,0.27962767993874427
Potato,Whole Year ,3,,1,0,0,0.39914960608345895,0.38646949974476774
Rice,Kharif     ,0,,1,2,2,0.49740911463046755,0.44633103624298115
Sugarcane,Whole Year ,3,,0,0,1,0.4661253298139768,0.3573570699336396
Wheat,Rabi       ,3,,2,0,0,0.34139047687280033,0.24377552322613577
Potato,Whole Year ,0,,2,2,2,0.2404377176973353,0.21833524757529352
Rice,Kharif     ,0,,1,0,1,0.48030984665661136,0.2976901480347116
Wheat,Rabi       ,2,,1,2,0,0.4783347327802916,0.08463820826952527
Rice,Kharif     ,0,,0,0,1,0.27278444519859224,0.09795654670750382
Wheat,Rabi       ,2,,2,0,2,0.4896359994972348,0.42435394333843796
Groundnut,Autumn     ,3,,1,0,1,0.4046342762694821,0.3609335119959163
Groundnut,Summer     ,2,,1,0,2,0.38793505505279025,0.13789401480347116
Groundnut,Winter     ,2,,0,1,2,0.4975955193564605,0.17249234303215924
Onion,Whole Year ,2,,2,1,2,0.4772261317244847,0.11449559724349156
Potato,Winter     ,2,,0,2,1,0.4249369748617394,0.2249872383869321
Ragi,Autumn     ,0,,0,1,0,0.41150455505279027,0.37524087544665646
Ragi,Summer     ,2,,0,2,2,0.42230223403720457,0.4398497320061256
Ragi,Winter     ,3,,0,0,2,0.3456467496229261,0.39315977539561
Rice,Autumn     ,0,,1,0,2,0.37166152966314725,0.27271088565594687
Rice,Summer     ,0,,0,2,0,0.3077689426847662,0.24895673813169983
Rice,Winter     ,0,,1,0,0,0.35070087154348917,0.2701282542113323
Sugarcane,Winter     ,0,,2,0,0,0.3481673795877325,0.21788540071465035
Wheat,Summer     ,2,,0,2,1,0.3279055779286073,0.28805672537008675
Banana,Whole Year ,0,,0,2,2,0.38612970110608347,0.2639021822358346
Cotton(lint),Kharif     ,1,,1,1,0,0.3513840485168426,0.09395259060745279
Groundnut,Kharif     ,3,,0,1,0,0.4136929150326797,0.13739152628892293
Onion,Whole Year ,3,,2,0,2,0.2534700392156862,0.27656170239918326
